Geneid	L11B	L12B	L13B	L14B	L15B	L1A	L2A	L3A	L4A	L5A	L1N	L2N	L3N	L4N
Pygo1	3	19	1	24	14	7	4	16	40	31	11	15	7	5
Prtg	21	27	7	65	35	9	5	35	86	47	12	10	11	5
Nedd4	42	35	38	86	64	51	23	51	104	92	66	109	91	41
LOC110341571	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rfx7	8	7	9	16	12	12	5	9	25	31	10	24	16	5
Tex9	6	14	10	29	17	13	4	18	38	30	17	21	15	3
Mns1	3	4	2	7	6	10	7	6	14	14	8	14	8	4
Znf280d	21	37	25	61	65	38	21	51	116	78	36	41	47	25
LOC110341572	7	12	8	31	27	5	5	19	49	34	3	16	5	2
LOC101842256	0	1	1	2	1	1	0	0	3	5	0	0	1	0
LOC110341583	0	0	0	0	0	0	0	0	2	1	0	0	0	0
LOC101842520	0	0	0	0	1	0	0	0	1	0	0	0	0	0
LOC101842794	3	6	3	7	5	5	0	3	11	10	6	6	5	2
LOC110341586	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110339211	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Zbtb21	9	11	7	13	14	14	12	8	31	17	17	13	15	2
C2cd2	19	45	11	69	60	17	10	33	100	76	19	17	18	11
LOC106021450	1	1	1	3	3	0	0	6	5	5	1	2	0	0
Prdm15	11	29	10	38	32	13	4	26	56	48	12	17	11	4
Ripk4	11	16	15	23	26	13	7	20	34	30	12	10	11	5
LOC101843683	0	0	1	1	0	0	1	0	0	2	1	0	0	0
Tmprss2	9	18	17	21	27	13	7	11	29	33	11	14	23	6
Mx2	106	96	165	201	140	1187	762	824	1762	1426	211	256	221	145
Fam3b	1	0	1	0	0	1	2	6	5	4	0	2	2	0
Bace2	17	23	25	59	52	25	21	46	109	71	42	50	55	19
LOC101844121	42	37	61	60	48	318	284	196	473	623	80	88	84	42
LOC110341587	10	12	9	23	18	3	3	30	65	47	9	10	6	7
Dscam	44	113	29	167	129	30	20	113	258	191	35	49	35	17
Pcp4	3	1	2	8	4	0	2	7	20	6	1	3	3	3
Igsf5	2	3	1	4	5	0	3	3	3	6	1	5	1	3
LOC106021441	5	10	4	21	6	6	3	15	27	20	6	4	2	2
LOC101844661	49	74	70	78	76	103	34	58	107	110	96	123	96	66
Lca5l	11	9	8	17	21	14	9	23	14	26	24	14	11	8
LOC110341588	0	0	0	0	0	0	0	0	2	0	0	0	1	0
Wrb	3	0	2	0	2	6	2	3	5	3	1	9	3	1
Hmgn1	5	10	13	13	17	17	4	21	28	26	17	15	13	7
Brwd1	31	44	46	54	47	52	31	40	78	84	77	101	106	53
Psmg1	29	26	27	31	44	80	33	35	76	82	64	75	59	26
LOC110341589	5	5	3	14	6	6	2	6	23	19	0	7	3	1
LOC110341590	7	9	4	29	21	7	8	15	47	30	9	8	14	3
Ets2	58	97	87	95	110	181	78	79	158	171	216	270	233	128
LOC110341573	2	0	0	3	2	1	0	0	3	2	4	1	2	0
LOC110341591	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Erg	37	71	49	71	61	80	32	63	114	115	118	163	123	62
Kcnj15	12	26	38	42	39	39	24	22	57	67	48	57	47	24
Kcnj6	14	25	4	38	30	2	4	32	61	44	12	7	9	5
Dyrk1a	34	56	41	92	83	45	33	80	143	115	53	83	62	33
LOC110341592	3	7	5	7	1	5	4	2	5	3	10	11	8	6
Dscr3	20	22	18	18	38	56	24	21	52	58	31	40	36	20
Ttc3	44	63	45	86	84	67	36	63	122	126	94	105	113	60
Pigp	17	34	22	44	32	51	26	24	56	53	38	56	46	23
Ripply3	2	2	1	9	6	0	0	8	12	6	2	2	3	0
Hlcs	7	25	2	31	25	5	3	18	49	28	5	6	14	4
Sim2	0	1	1	1	0	1	0	2	5	3	0	1	2	1
LOC110341593	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110341594	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn14	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Chaf1b	3	8	5	11	10	10	5	8	22	13	10	2	8	3
Morc3	24	51	27	51	43	76	49	43	117	106	48	56	59	27
Dopey2	14	23	14	24	40	18	10	32	73	57	26	34	27	9
LOC106021442	5	4	3	6	11	19	5	8	18	12	5	10	9	7
LOC106021445	0	1	1	8	1	1	0	1	9	10	3	3	0	0
Setd4	11	27	9	41	27	10	8	24	51	47	13	15	13	5
LOC110341595	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110341596	1	1	0	2	2	1	0	0	0	0	1	1	1	0
LOC110341597	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110341598	0	0	1	0	0	0	0	0	1	0	1	0	0	0
Trnak-cuu_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Runx1	31	43	30	98	76	39	17	51	112	121	38	46	45	20
Clic6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rcan1	16	36	19	30	20	50	29	35	81	61	37	51	36	18
LOC110341599	1	0	0	1	0	1	0	0	2	0	3	0	2	0
Kcne1	4	8	2	13	13	1	0	4	27	16	3	5	1	1
LOC101826009	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CUNH21orf140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim11a	41	64	58	73	60	67	46	35	46	69	79	136	100	54
LOC110341600	3	0	0	0	0	2	0	0	0	1	0	0	0	0
Kcne2	2	9	14	9	5	20	9	4	23	10	11	20	13	1
LOC110341574	1	0	0	1	2	1	0	0	2	5	0	1	1	0
Mrps6	2	6	2	3	9	14	4	7	11	12	7	7	8	3
Slc5a3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Atp5o	59	93	86	88	112	183	78	86	122	177	124	177	159	72
Itsn1	25	50	13	90	57	20	11	52	104	110	16	39	29	14
LOC110341602	0	0	0	1	1	1	0	0	3	1	1	1	0	0
LOC110341603	0	0	0	1	1	0	0	0	0	0	0	0	1	0
Cryzl1	63	85	101	149	106	116	55	82	161	132	160	180	177	129
LOC110341604	0	0	0	1	0	0	1	0	1	1	0	1	0	1
Donson	4	8	5	7	3	15	7	2	14	17	6	10	5	7
Son	89	150	138	145	148	297	139	99	252	256	277	340	315	170
LOC106021444	13	23	31	24	20	42	23	14	29	40	39	39	52	28
Gart	8	15	13	10	10	23	14	17	18	20	15	29	23	11
Dnajc28	0	4	2	2	2	1	0	3	1	4	3	4	3	4
Tmem50b	8	20	27	37	33	43	22	28	70	63	26	31	40	19
Ifngr2	23	56	35	62	55	104	49	49	132	108	43	71	57	24
Ifnar1	13	37	13	39	37	38	16	34	81	78	30	49	33	15
Il10rb	3	6	3	5	2	6	1	4	11	6	6	7	3	1
Ifnar2	9	11	11	18	18	22	12	9	20	26	16	18	13	9
Olig2	0	0	0	0	0	2	0	0	0	0	0	2	1	1
CUNH21orf62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paxbp1	6	8	5	16	8	9	11	8	16	17	12	14	15	3
Synj1	22	46	19	48	39	32	14	33	94	90	35	31	40	12
CUNH21orf59	16	18	15	27	31	45	23	25	46	48	30	37	33	14
LOC110341606	1	0	0	0	0	1	0	2	0	0	0	0	0	0
LOC110341605	2	11	3	15	9	1	0	3	18	14	4	1	2	1
Eva1c	7	12	2	14	12	5	3	5	23	23	7	4	6	2
Urb1	2	5	3	7	8	6	9	5	20	15	5	8	7	7
Mis18a	4	7	3	10	9	12	4	2	10	17	5	11	9	3
LOC110341575	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Hunk	7	15	6	23	20	2	2	10	31	31	6	4	7	1
LOC110341607	0	1	0	0	1	1	0	0	2	5	0	1	0	0
LOC101829707	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Scaf4	18	25	22	34	35	42	20	29	59	69	19	50	45	14
LOC110341608	0	0	0	0	0	2	0	0	0	1	0	0	1	0
Sod1	206	302	269	323	378	608	294	272	592	570	434	568	476	251
Tiam1	40	53	28	70	62	35	18	74	153	101	42	46	33	28
LOC110341576	1	0	0	0	0	0	0	1	1	0	1	0	1	0
LOC101830518	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101831495	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101831760	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101832025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101830785	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101832281	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106021449	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101832545	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101832799	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101833069	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101831051	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101833594	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101833847	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101831852	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101834371	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101832370	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101834637	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101832634	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101832896	2	9	7	2	9	15	9	5	10	15	8	18	10	9
LOC101833160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106021447	1	5	0	8	2	1	2	4	11	12	1	3	2	0
LOC101833936	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101834188	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101834900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110341577	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101835163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101835424	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101835689	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101835948	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101834725	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn8	4	3	2	3	4	0	1	3	5	10	1	0	0	0
Cldn17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110341578	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110341579	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Grik1	17	36	15	105	79	15	13	59	128	83	18	21	12	9
Bach1	15	34	21	47	26	47	25	32	73	48	25	44	34	15
LOC110341580	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110341609	0	3	0	3	4	0	0	2	11	7	0	1	2	1
LOC101838325	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k7cl	3	6	4	12	10	2	1	7	31	15	2	4	6	2
Cct8	69	95	89	111	113	211	99	91	201	190	123	135	139	93
Usp16	35	46	44	52	56	126	63	62	102	86	77	85	85	50
Rwdd2b	8	12	5	15	10	16	7	17	30	24	12	23	21	5
Ltn1	2	22	8	21	28	12	6	18	43	37	12	20	30	8
N6amt1	3	11	8	7	12	20	7	16	27	22	16	15	17	8
LOC110341611	20	33	8	64	59	8	6	54	90	89	11	14	13	8
LOC110341581	3	9	4	13	15	2	1	10	23	23	4	6	2	1
LOC101835767	0	0	1	1	0	0	0	0	0	2	0	0	0	0
Adamts5	2	2	0	5	5	2	3	2	4	6	2	5	7	1
Adamts1	15	20	19	8	21	28	18	13	36	45	34	45	38	22
LOC110341582	2	5	5	14	6	1	0	14	17	14	5	5	4	4
Cyyr1	34	50	50	49	65	78	29	56	81	107	89	143	136	56
LOC110341612	0	1	0	0	1	0	0	0	1	0	0	0	0	0
LOC110341613	0	0	0	0	0	0	0	0	0	0	0	0	0	0
App	54	101	58	84	115	121	60	95	191	184	115	133	134	68
Gabpa	20	33	16	23	31	37	12	14	54	44	19	34	38	10
Atp5j	181	269	278	300	341	531	256	276	514	513	420	551	430	227
Jam2	6	17	10	21	25	22	10	14	39	40	26	32	30	16
Mrpl39	12	26	18	38	35	41	29	38	58	67	37	34	33	15
Prss23	11	18	27	27	15	40	13	20	46	37	38	61	61	21
LOC106021461	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Me3	15	26	5	34	33	15	7	34	70	48	8	17	8	5
Ccdc81	1	2	0	6	4	4	1	1	5	3	6	8	0	0
Hikeshi	26	41	31	33	34	46	40	25	58	70	40	56	53	28
LOC101838491	76	83	113	103	169	241	130	109	274	244	187	229	207	98
Eed	12	19	21	30	17	50	28	23	62	53	28	36	40	16
LOC110341632	5	7	7	29	23	7	5	13	42	35	4	1	8	0
Picalm	86	132	121	155	151	227	128	138	261	266	189	267	257	106
Ccdc83	5	16	3	15	28	5	5	20	42	25	2	9	4	5
Sytl2	23	19	40	48	37	47	23	32	56	60	44	53	46	27
Ccdc89	1	0	0	0	1	1	2	0	0	1	3	0	1	0
Crebzf	7	14	17	12	21	33	6	13	29	31	31	36	32	11
Tmem126a	5	20	10	13	32	44	25	27	40	38	23	43	21	12
Tmem126b	7	13	11	17	14	20	5	7	21	7	10	16	14	9
LOC110341617	0	0	0	2	0	0	0	0	3	0	0	0	0	1
Dlg2	180	275	173	360	383	380	180	360	756	650	276	366	266	137
LOC106021455	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101840102	105	134	134	127	195	339	147	186	365	361	198	281	211	107
LOC110341633	3	4	1	9	12	2	2	10	21	17	7	1	2	1
LOC101840372	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc90b	13	16	7	20	25	22	11	18	59	53	22	21	23	7
Ankrd42	6	9	5	18	18	11	5	10	27	30	8	5	6	6
Pcf11	9	30	40	27	26	58	37	25	36	67	37	78	52	27
LOC110341634	0	0	0	0	1	4	2	1	0	0	0	1	1	0
Rab30	13	19	11	33	20	8	4	28	53	31	9	22	8	8
LOC110341635	4	24	2	20	25	1	2	11	26	29	3	3	2	1
LOC110341636	0	0	0	2	2	0	0	0	2	0	0	0	0	0
Prcp	21	30	25	56	48	84	41	46	102	88	50	76	67	28
LOC110341618	3	2	1	10	5	2	3	8	24	10	2	3	1	1
LOC101840925	9	9	17	20	13	32	21	19	49	53	18	24	17	10
LOC101841190	1	2	2	4	2	2	2	3	9	3	0	0	2	2
Fam181b	0	0	1	0	0	0	0	0	0	0	1	1	0	0
LOC101842072	3	9	6	14	13	37	13	13	19	21	13	25	11	5
LOC101841461	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101842353	1	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC101842615	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101841722	0	0	0	0	1	0	0	0	0	1	0	0	0	0
LOC110341637	0	1	0	3	0	0	0	1	2	2	0	2	1	1
Tenm4	36	77	28	119	104	28	18	91	225	160	38	60	38	16
LOC110341638	1	1	2	4	3	6	4	4	11	10	7	10	6	7
Nars2	10	21	8	40	43	15	11	25	74	48	13	17	13	5
Gab2	52	84	43	105	106	64	40	99	186	178	66	79	85	45
LOC106021456	4	4	4	14	10	2	2	9	18	15	0	4	10	3
Usp35	1	3	4	5	2	5	0	4	1	5	2	5	5	4
LOC110341625	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alg8	0	11	0	7	12	6	2	8	16	17	4	5	3	0
LOC101844122	62	110	88	99	89	180	89	70	161	167	124	169	179	70
Thrsp	1	1	0	1	2	2	1	0	1	1	2	20	0	0
Kctd14	7	14	8	19	14	20	12	16	38	31	17	23	25	8
Ints4	14	32	16	63	60	19	18	35	87	58	9	20	26	7
Aamdc	25	37	21	67	45	45	22	59	106	84	44	37	48	25
Rsf1	35	58	71	92	58	82	56	61	116	100	111	135	140	77
Clns1a	19	41	37	51	54	74	37	54	96	83	61	92	72	31
Aqp11	4	6	1	9	4	1	2	6	11	7	2	2	2	2
Pak1	9	12	4	18	16	3	2	20	34	33	7	2	8	4
Gdpd4	8	11	4	9	15	2	1	10	36	15	6	4	1	1
Myo7a	12	18	9	21	34	15	13	26	48	42	7	18	21	5
Capn5	5	8	7	8	11	8	3	7	21	16	15	9	9	3
B3gnt6	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Acer3	15	24	13	48	53	21	12	41	112	66	17	33	24	6
Tsku	0	0	0	0	1	0	0	0	1	0	0	0	2	0
LOC101843871	1	2	2	3	2	1	0	4	1	2	0	2	1	0
Lrrc32	5	13	13	11	19	28	17	6	19	33	16	22	19	7
LOC110341626	3	0	0	2	5	0	1	2	1	1	1	0	0	0
Emsy	17	29	15	38	32	25	13	34	76	59	27	30	29	18
LOC101844391	15	22	3	26	27	9	1	16	56	35	19	17	17	10
LOC106021454	2	2	3	2	3	4	0	2	8	5	4	3	2	3
Thap12	37	45	46	42	36	74	33	42	59	59	65	82	56	29
LOC110341641	3	6	4	15	9	3	0	7	16	8	2	2	0	1
Trnap-ugg	6	6	4	16	12	11	5	7	12	8	10	5	10	6
Trnap-agg_2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Wnt11	0	1	2	3	1	0	2	0	2	3	4	2	1	0
Uvrag	35	57	22	77	87	53	29	71	154	109	45	71	54	29
Dgat2	2	4	0	13	9	2	1	9	24	22	7	12	4	1
Mogat2	1	0	0	0	0	1	0	1	6	3	0	0	2	0
LOC106021466	1	4	3	9	7	0	1	3	16	11	2	1	1	1
Map6	29	61	32	84	75	69	26	63	132	98	54	71	58	24
LOC106021463	12	24	11	15	7	37	13	9	24	36	27	51	35	10
Serpinh1	32	50	34	36	37	85	44	32	54	82	44	81	98	31
Gdpd5	6	16	4	28	41	13	3	25	54	38	13	8	10	6
Klhl35	2	1	0	0	2	2	0	3	3	7	0	1	0	0
Rps3	433	596	580	628	792	1198	707	659	1219	1221	918	1273	1100	688
Arrb1	27	41	32	39	59	62	34	26	83	65	43	63	49	30
Tpbgl	0	0	0	0	0	0	0	0	1	1	1	1	0	1
Slco2b1	1	2	2	8	11	13	4	4	10	11	12	12	7	5
LOC101831232	1	0	0	0	0	0	0	1	1	0	0	0	0	0
Neu3	0	1	0	3	2	1	5	2	1	6	1	0	4	0
Spcs2	29	60	53	54	56	101	46	58	133	131	63	77	78	34
Xrra1	3	10	3	17	10	1	4	15	19	31	3	6	5	1
Rnf169	30	35	16	48	42	31	20	41	93	86	21	34	26	14
Chrdl2	0	0	1	1	0	0	0	0	1	1	0	1	1	1
Pold3	12	30	24	33	24	33	28	25	60	42	27	52	25	14
Lipt2	3	2	3	6	8	9	4	1	6	7	10	15	12	3
Kcne3	9	8	15	24	22	27	15	12	45	51	25	27	18	7
Pgm2l1	8	26	6	44	32	12	9	28	51	52	14	19	15	7
P4ha3	1	0	0	0	0	0	0	1	2	0	1	0	1	0
Ppme1	25	30	34	34	48	70	25	40	66	71	68	67	69	31
C2cd3	25	59	35	93	103	55	36	81	172	135	54	72	57	35
Ucp3	4	10	0	12	15	2	6	11	30	28	9	6	0	3
LOC110341628	0	1	0	1	1	1	1	0	0	1	0	3	1	0
Ucp2	37	43	47	46	53	87	34	37	101	93	50	88	63	32
Dnajb13	2	1	0	3	3	1	1	1	3	2	1	3	1	1
LOC101834814	16	14	20	17	32	37	14	19	26	33	31	37	37	12
Mrpl48	26	46	38	71	57	64	35	57	119	103	60	66	54	31
Rab6a	69	83	73	119	140	144	85	84	200	180	118	186	142	73
Plekhb1	7	10	16	8	17	19	9	7	12	20	19	17	20	13
Fam168a	9	33	8	50	51	23	8	52	98	59	30	27	29	17
Relt	0	1	1	3	5	1	4	6	8	4	3	2	6	2
Arhgef17	9	14	6	19	25	5	5	20	38	30	10	9	8	7
P2ry6	10	16	3	29	25	6	5	20	52	39	8	12	15	11
P2ry2	6	11	6	3	9	14	9	9	23	21	6	17	21	5
LOC110341643	0	1	0	3	2	2	0	3	4	0	0	1	2	0
LOC110341619	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fchsd2	54	110	58	177	173	73	27	150	319	254	90	125	117	53
LOC110341616	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LOC106021457	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110341645	0	1	1	1	0	0	0	0	2	2	0	0	0	0
Atg16l2	5	10	1	8	12	15	4	5	21	18	17	13	18	4
Stard10	30	28	28	34	40	42	37	25	68	64	28	43	34	18
Arap1	34	49	43	42	44	94	36	40	82	95	70	106	79	49
Pde2a	3	4	2	2	6	7	0	2	8	12	3	8	3	6
LOC101824175	4	2	3	4	1	8	4	5	13	8	6	10	6	4
LOC106021460	0	2	0	3	1	2	2	0	2	2	4	4	1	5
Clpb	30	75	17	96	62	20	13	84	161	120	32	35	23	16
Phox2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inppl1	3	4	5	7	2	25	3	5	20	10	15	15	14	8
LOC101841460	13	39	10	46	48	10	5	28	69	53	8	15	15	3
Anapc15	12	18	21	22	16	29	24	13	40	46	26	45	28	17
Tomt	0	2	0	0	0	0	1	0	2	2	0	0	0	0
Lamtor1	71	93	87	82	98	182	83	88	170	169	127	176	154	71
Lrrc51	1	5	2	12	13	3	3	8	10	20	10	12	5	4
LOC110341647	14	18	8	38	24	6	3	18	45	30	10	13	4	2
Numa1	22	38	28	58	55	26	23	34	72	69	39	49	44	19
Il18bp	6	5	6	10	7	55	26	25	118	62	6	17	15	5
Rnf121	38	52	44	74	63	43	31	48	84	76	74	95	91	47
LOC101822390	1	2	4	4	8	6	4	5	4	9	6	9	6	2
LOC101824962	0	4	3	4	13	1	1	5	13	9	6	2	5	0
Art5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Art1	3	7	4	13	16	2	2	8	28	12	2	7	4	3
Chrna10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup98	48	94	21	132	120	53	24	101	233	151	57	73	58	26
Trnae-uuc_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgap2	20	46	30	73	64	28	27	46	122	91	24	48	30	23
Rhog	53	68	52	73	88	179	72	82	213	201	83	149	120	48
Stim1	36	78	36	118	94	39	32	99	197	126	56	74	64	25
Rrm1	11	14	11	16	21	23	8	22	25	43	15	22	24	11
LOC101826368	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101826622	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101826885	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101825225	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101825484	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101827152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim21	5	0	2	4	1	13	5	10	14	16	4	5	3	4
LOC101827678	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101827931	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101828191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101825744	0	0	0	0	1	0	0	0	0	1	0	0	0	0
LOC101828461	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101828719	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101828992	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101826010	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Trim68	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101829258	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101829531	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101829803	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC101830074	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101826530	1	0	0	0	1	0	0	0	0	2	0	0	0	0
LOC101826800	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101827057	0	0	0	0	1	2	0	0	6	2	0	0	1	0
LOC101827590	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101830336	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101830602	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101830869	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101827848	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101828110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101831137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101828376	0	0	0	3	0	0	0	0	1	0	0	0	1	0
LOC101831406	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106021459	0	1	0	2	0	0	0	0	0	2	0	0	0	0
LOC101831669	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101828645	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101828911	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101831939	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101829171	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101832194	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101832457	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110341622	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101832719	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101829433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101829708	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101832986	1	0	0	0	0	0	0	1	0	1	1	1	1	0
LOC101833254	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101833512	0	0	0	1	0	0	0	0	1	1	0	0	0	0
LOC101829977	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101830243	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101833761	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101834021	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101834282	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101830520	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101830786	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101831052	1	0	0	3	2	0	0	2	1	5	0	0	0	1
LOC101834553	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101831313	0	0	0	0	1	0	0	1	0	1	1	0	0	1
LOC101831581	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC101834815	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101835073	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101835329	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101835593	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101835852	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101836113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101836367	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101831853	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101832111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101832372	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101836617	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101832635	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101836897	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101837158	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101832897	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101833161	1	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101837434	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101837699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101837965	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101833417	254	611	439	437	530	774	220	211	388	425	310	363	389	206
LOC101833678	353	986	710	640	864	1410	324	296	569	616	486	501	534	277
LOC101834462	7	12	16	8	11	20	13	15	26	20	26	23	26	15
Nudt1	0	0	0	1	0	0	0	1	2	0	0	0	0	0
